"SÜRE","TEDARİKÇİ","NO","KARIŞIM ORANI","EN","PARÇA GRAMAJ","PARÇA NEMİ (%)","ISI ÇEKME EN","ISI ÇEKME BOY","GENEL EN","GENEL  BOY","ORTAM SICAKLIK","ORTAM NEM","ZAMAN"
"54 saat sonra ","RA","30/1","95%","191.4","192","3","50.2","49","50.1","49.2","23.5","29.4","26-10-22/15:00:10 "
"56 saat sonra ","RA","30/1","95%","191.4","189","3","50.5","49","50.1","49.2","23.8","30.2","26-10-22/17:00:10 "
"72 saat sonra ","RA","30/1","95%","191.4","192","3","50","49","50.1","49.2","22.8","44.0","27-10-22/09:00:10 "
"Başlangıç","PRO","30/1","95%","183.6","177","2","50.2","49.7","50","50","21.8","33.2","31-10-22/09:00:10 "
"2 saat sonra ","PRO","30/1","95%","183.6","176","2","50.1","49.5","50","49.9","24.2","31.4","31-10-22/11:02:07 "
"4 saat sonra ","PRO","30/1","95%","183.5","176","2","50.3","49.5","50","49.9","22.0","34.3","31-10-22/13:02:07 "
"6 saat sonra ","PRO","30/1","95%","183.5","172","2","50.3","49.7","50","49.8","22.1","33.7","31-10-22/15:02:07 "
"8 saat sonra ","PRO","30/1","95%","183.5","174","2","49.9","49.6","50","49.8","22.3","39.8","31-10-22/17:02:07 "
"24 saat sonra ","PRO","30/1","95%","183.3","172","2","50.3","49.5","50","49.8","21.7","34.5","01-11-22/09:02:07 "
"26 saat sonra ","PRO","30/1","95%","183.3","173","2","49.8","49.7","50","49.8","22.1","34.1","01-11-22/11:02:07 "
"28 saat sonra ","PRO","30/1","95%","183.3","173","2","50.2","49.6","50","49.7","21.4","35.6","01-11-22/13:02:07 "
"30 saat sonra ","PRO","30/1","95%","183.2","174","2","50.1","49.5","50","49.7","22.3","33.6","01-11-22/15:02:07 "
"32 saat sonra ","PRO","30/1","95%","183.2","178","2","50","49.6","50","49.7","22.7","35.1","01-11-22/17:02:07 "
"48 saat sonra ","PRO","30/1","95%","183.1","175","2","50.2","49.3","50","49.5","21.3","31.6","02-11-22/09:02:07 "
"50 saat sonra ","PRO","30/1","95%","183.1","179","2","50","49.8","50","49.4","20.8","31.8","02-11-22/11:02:07 "
"52 saat sonra ","PRO","30/1","95%","183","179","2","50.1","49.6","49.9","49.3","21.4","31.2","02-11-22/13:02:07 "
"54 saat sonra ","PRO","30/1","95%","183","177","2","49.8","49.3","49.9","49.3","22.7","25.9","02-11-22/15:02:07 "
"56 saat sonra ","PRO","30/1","95%","183","180","2","50","49.4","49.9","49.3","22.2","29.9","02-11-22/17:02:07 "
"72 saat sonra ","PRO","30/1","95%","182.9","180","2","50.3","49.4","49.9","49.1","21.8","34.1","03-11-22/09:02:07 "
"Başlangıç","PRO","30/1","95%","187","183","4","50","49.5","50","50","21.5","49.8","07-11-22/09:00:03 "
"2 saat sonra ","PRO","30/1","95%","187.1","180","4","50","49.2","50.1","50","22.0","46.8","07-11-22/11:00:03 "
"4 saat sonra ","PRO","30/1","95%","187.1","181","4","50","49.1","50.1","49.9","21.3","45.6","07-11-22/13:00:03 "
"6 saat sonra ","PRO","30/1","95%","187.1","180","3","49.9","49.2","50.1","49.9","21.6","47.2","07-11-22/15:00:03 "
"8 saat sonra ","PRO","30/1","95%","187.1","180","3","50","49.2","50.1","49.8","22.6","45.6","07-11-22/17:00:03 "
"24 saat sonra ","PRO","30/1","95%","187.4","182","3","50","49.2","50.1","49.7","21.2","44.3","08-11-22/09:00:03 "
"26 saat sonra ","PRO","30/1","95%","187.4","182","3","50.1","49.3","50.1","49.7","20.9","44.0","08-11-22/11:00:03 "
"28 saat sonra ","PRO","30/1","95%","187.4","185","3","50","49.1","50.1","49.7","20.4","42.0","08-11-22/13:00:03 "
"30 saat sonra ","PRO","30/1","95%","187.4","180","3","50","49.5","50.3","49.7","21.4","35.5","08-11-22/15:00:03 "
"32 saat sonra ","PRO","30/1","95%","187.5","183","3","50","49.6","50.3","49.7","21.3","31.6","08-11-22/17:00:03 "
"48 saat sonra ","PRO","30/1","95%","187.8","186","3","50","49.3","50.5","49.5","21.2","31.4","09-11-22/09:00:03 "
"50 saat sonra ","PRO","30/1","95%","187.8","183","3","50","49.4","50.5","49.5","21.0","33.1","09-11-22/11:00:03 "
"52 saat sonra ","PRO","30/1","95%","187.9","183","3","50","49.5","50.5","49.5","20.8","31.3","09-11-22/13:00:03 "
"54 saat sonra ","PRO","30/1","95%","187.9","181","3","50","49.5","50.5","49.4","21.7","30.0","09-11-22/15:00:03 "
"56 saat sonra ","PRO","30/1","95%","187.9","182","3","50","49","50.5","49.4","21.8","32.5","09-11-22/17:00:03 "
"72 saat sonra ","PRO","30/1","95%","188","184","3","50","49.6","50.6","49.4","19.9","34.8","10-11-22/09:00:03 "
"Başlangıç","RA","30/1","95%","186.5","180","2","49.5","48.6","50","50","14.7","60.3","14-11-22/09:00:51 "
"2 saat sonra ","RA","30/1","95%","186.9","188","3","49.6","48.9","50.2","49.9","21.4","40.8","14-11-22/11:00:51 "
"4 saat sonra ","RA","30/1","95%","187","181","3","49.5","49","50.3","49.7","20.7","42.2","14-11-22/13:00:51 "
"6 saat sonra ","RA","30/1","95%","187.2","177","3","49.7","48.9","50.5","49.7","22.0","36.8","14-11-22/15:00:51 "
"8 saat sonra ","RA","30/1","95%","187.3","176","4","49.4","48.7","50.5","49.6","20.7","41.3","14-11-22/17:00:51 "
"24 saat sonra ","RA","30/1","95%","188.1","179","5","49.5","49","51","49.2","20.4","33.9","15-11-22/09:00:51 "
"26 saat sonra ","RA","30/1","95%","188.3","182","5","49.4","48.4","51.1","49.1","19.9","39.1","15-11-22/11:00:51 "
"28 saat sonra ","RA","30/1","95%","188.4","176","5","49.6","49.2","51.2","49.1","19.5","42.3","15-11-22/13:00:51 "
"30 saat sonra ","RA","30/1","95%","188.4","179","5","49.5","48.9","51.2","48.9","20.5","39.7","15-11-22/15:00:51 "
"32 saat sonra ","RA","30/1","95%","188.5","180","5","49.6","48.9","51.2","48.9","20.5","39.1","15-11-22/17:00:51 "
"48 saat sonra ","RA","30/1","95%","188.9","180","6","49.2","48.4","51.7","48.4","20.5","36.0","16-11-22/09:00:51 "
"50 saat sonra ","RA","30/1","95%","188.9","181","6","49.8","49.1","51.7","48.1","20.7","38.7","16-11-22/11:00:51 "
"52 saat sonra ","RA","30/1","95%","188.9","178","6","49.7","48.9","51.8","48","19.3","43.2","16-11-22/13:00:51 "
"54 saat sonra ","RA","30/1","95%","189","178","6","49.5","49","51.8","48","20.0","44.2","16-11-22/15:00:51 "
"56 saat sonra ","RA","30/1","95%","189","184","6","49.7","49.1","51.8","48","21.1","40.7","16-11-22/17:00:51 "
"72 saat sonra ","RA","30/1","95%","189.2","181","6","49.5","49","52.1","47.5","21.4","41.7","17-11-22/09:00:51 "
"Başlangıç","RA","30/1","95%","188","185","3","49.8","50.1","50","50","22.2","47.4","22-11-22/09:00:51 "
"2 saat sonra ","RA","30/1","95%","188","189","3","50","49.9","50.1","49.9","22.6","48.9","22-11-22/11:00:51 "
"4 saat sonra ","RA","30/1","95%","188","189","3","50.4","49.7","50.2","49.8","22.9","46.4","22-11-22/13:00:51 "
"6 saat sonra ","RA","30/1","95%","188","190","3","49.9","50","50.2","49.6","23.3","44.1","22-11-22/15:00:51 "
"8 saat sonra ","RA","30/1","95%","188","191","3","50.1","49.8","50.2","49.6","23.3","40.0","22-11-22/17:00:51 "
"24 saat sonra ","RA","30/1","95%","188.1","191","3","50","49.7","50.3","49.5","22.4","42.0","23-11-22/09:00:51 "
"26 saat sonra ","RA","30/1","95%","188.1","191","3","49.7","50.1","50.3","49.5","22.9","46.0","23-11-22/11:00:51 "
"28 saat sonra ","RA","30/1","95%","188.1","184","3","49.8","50","50.4","49.5","21.6","55.5","23-11-22/13:00:51 "
"30 saat sonra ","RA","30/1","95%","188.1","187","3","50.2","49.9","50.4","49.5","22.7","50.7","23-11-22/15:00:51 "
"32 saat sonra ","RA","30/1","95%","188.1","190","3","50","50","50.4","49.5","22.9","56.3","23-11-22/17:00:51 "
"48 saat sonra ","RA","30/1","95%","188.1","183","3","49.9","50","50.4","49.3","22.7","48.8","24-11-22/09:00:51 "
"50 saat sonra ","RA","30/1","95%","188.1","189","3","50.1","49.9","50.4","49.2","22.8","49.4","24-11-22/11:00:51 "
"52 saat sonra ","RA","30/1","95%","188.1","187","3","49.9","50","50.4","49.2","22.8","48.4","24-11-22/13:00:51 "
"54 saat sonra ","RA","30/1","95%","188.1","188","3","50.2","49.8","50.4","49.2","22.9","49.3","24-11-22/15:00:51 "
"56 saat sonra ","RA","30/1","95%","188.1","187","3","49.7","50.1","50.4","49.2","22.9","49.4","24-11-22/17:00:51 "
"72 saat sonra ","RA","30/1","95%","188.1","190","3","50","50","50.4","49.2","21.0","48.5","25-11-22/09:00:51 "
"Başlangıç","GÖK","30/1","95%","184.3","177","9","49.9","49.8","50","50","19.5","45.4","28-11-22/09:00:13 "
"2 saat sonra ","GÖK","30/1","95%","184.1","177","9","49.9","49.9","49.9","49.9","19.6","47.3","28-11-22/11:00:13 "
"4 saat sonra ","GÖK","30/1","95%","184","178","9","50.1","50","49.9","49.9","22.2","46.5","28-11-22/13:00:13 "
"6 saat sonra ","GÖK","30/1","95%","184","178","9","50","50","49.9","49.8","19.9","52.6","28-11-22/15:00:13 "
"8 saat sonra ","GÖK","30/1","95%","184","177","9","49.9","49.9","49.9","49.8","19.9","52.7","28-11-22/17:00:13 "
"24 saat sonra ","GÖK","30/1","95%","183.9","178","9","50.2","49.8","49.9","49.5","19.4","52.7","29-11-22/09:00:13 "
"26 saat sonra ","GÖK","30/1","95%","183.8","179","9","49.8","49.9","49.9","49.5","19.4","55.3","29-11-22/11:00:13 "
"28 saat sonra ","GÖK","30/1","95%","183.7","183","9","49.9","49.9","49.9","49.5","18.8","53.1","29-11-22/13:00:13 "
"30 saat sonra ","GÖK","30/1","95%","183.7","179","9","50.1","50","49.9","49.5","19.5","50.3","29-11-22/15:00:13 "
"32 saat sonra ","GÖK","30/1","95%","183.7","180","9","49.8","50","49.9","49.5","19.2","52.3","29-11-22/17:00:13 "
"48 saat sonra ","GÖK","30/1","95%","183.2","178","9","50.1","49.9","49.9","49.5","18.6","50.2","30-11-22/09:00:13 "
"50 saat sonra ","GÖK","30/1","95%","183.2","179","9","50","50","49.9","49.5","19.3","52.3","30-11-22/11:00:13 "
"52 saat sonra ","GÖK","30/1","95%","183.2","180","9","49.7","50","49.9","49.5","20.3","52.8","30-11-22/13:00:13 "
"54 saat sonra ","GÖK","30/1","95%","183.2","179","9","49.8","49.8","49.9","49.5","20.0","55.1","30-11-22/15:00:13 "
"56 saat sonra ","GÖK","30/1","95%","183.2","180","9","49.9","50","49.9","49.5","20.5","54.8","30-11-22/17:00:13 "
"72 saat sonra ","GÖK","30/1","95%","183","183","10","50.1","50","49.9","49.5","20.2","54.1","01-12-22/09:00:13 "
"Başlangıç","AK","30/1","95%","184.3","147","3","50.1","49","50","50","17.8","40.6","26-12-22/09:00:10 "
"2 saat sonra ","AK","30/1","95%","184.6","149","3","49.9","49.3","50.2","49.9","17.5","39.6","26-12-22/11:00:10 "
"4 saat sonra ","AK","30/1","95%","184.7","150","3","50.1","49.4","50.3","49.7","18.1","35.8","26-12-22/13:00:10 "
"6 saat sonra ","AK","30/1","95%","184.9","151","3","50.1","49.2","50.3","49.7","18.8","32.3","26-12-22/15:00:10 "
"8 saat sonra ","AK","30/1","95%","184.9","152","3","49.9","49","50.3","49.7","19.2","31.2","26-12-22/17:00:10 "
"24 saat sonra ","AK","30/1","95%","185.5","153","3","50.2","49.1","50.4","49.5","18.2","30.5","27-12-22/09:00:10 "
"26 saat sonra ","AK","30/1","95%","185.8","154","3","49.9","49.2","50.4","49.5","18.8","32.4","27-12-22/11:00:10 "
"28 saat sonra ","AK","30/1","95%","185.9","155","3","49.9","49.1","50.4","49.5","18.6","34.3","27-12-22/13:00:10 "
"30 saat sonra ","AK","30/1","95%","185.9","155","3","50.1","49.3","50.4","49.5","19.5","32.2","27-12-22/15:00:10 "
"32 saat sonra ","AK","30/1","95%","185.9","155","3","49.8","49.5","50.4","49.5","19.0","28.0","27-12-22/17:00:10 "
"48 saat sonra ","AK","30/1","95%","186.4","156","3","50","49.1","50.5","49.3","18.7","32.4","28-12-22/09:00:10 "
"50 saat sonra ","AK","30/1","95%","186.5","156","3","50","49.2","50.5","49.3","19.2","35.2","28-12-22/11:00:10 "
"52 saat sonra ","AK","30/1","95%","186.5","156","3","50.1","49.1","50.5","49.3","19.5","37.7","28-12-22/13:00:10 "
"54 saat sonra ","AK","30/1","95%","186.5","157","3","49.9","49","50.5","49.3","19.5","37.7","28-12-22/15:04:23 "
"56 saat sonra ","AK","30/1","95%","186.6","159","3","50","49","50.5","49.3","13.7","50.3","28-12-22/17:04:23 "
"72 saat sonra ","AK","30/1","95%","187","160","3","49.9","49.3","50.5","49.3","16.8","38.5","29-12-22/09:04:23 "
"Başlangıç","AK","30/1","95%","178.2","175","2","49.4","48.5","50","50","17.7","34.2","02-01-23/09:04:23 "
"2 saat sonra ","AK","30/1","95%","178.3","177","3","49.4","48.4","50.1","49.8","17.9","38.3","02-01-23/11:04:23 "
"4 saat sonra ","AK","30/1","95%","178.4","178","1","49.3","48.7","50.2","49.7","17.5","41.6","02-01-23/13:04:23 "
"6 saat sonra ","AK","30/1","95%","178.4","179","1","49.5","48.4","50.2","49.7","18.2","37.1","02-01-23/15:04:23 "
"8 saat sonra ","AK","30/1","95%","178.3","182","1","49.4","48.5","50.2","49.7","18.6","45.7","02-01-23/17:04:23 "
"24 saat sonra ","AK","30/1","95%","177.9","183","1","49.6","48.6","50.2","49.4","17.0","33.3","03-01-23/09:04:23 "
"26 saat sonra ","AK","30/1","95%","177.9","183","1","49.4","49","50.2","49.4","17.8","39.7","03-01-23/11:04:23 "
"28 saat sonra ","AK","30/1","95%","177.8","183","1","49.5","48.8","50.2","49.4","18.5","40.5","03-01-23/13:04:23 "
"30 saat sonra ","AK","30/1","95%","177.7","180","1","49.2","48.4","50.2","49.3","19.0","35.2","03-01-23/15:04:23 "
"32 saat sonra ","AK","30/1","95%","177.7","182","1","49.3","48.5","50.2","49.3","18.7","38.0","03-01-23/17:04:23 "
"48 saat sonra ","AK","30/1","95%","177.2","183","1","49.5","48.6","50.2","49.1","18.1","30.7","04-01-23/09:04:23 "
"50 saat sonra ","AK","30/1","95%","177.1","183","1","49.4","48.4","50.2","49.1","19.0","36.0","04-01-23/11:04:23 "
"52 saat sonra ","AK","30/1","95%","177.1","184","1","49.3","48.5","50.2","49.1","18.7","33.4","04-01-23/13:04:23 "
"54 saat sonra ","AK","30/1","95%","177.1","184","1","49.5","48.4","50.2","49.1","18.3","33.1","04-01-23/15:04:23 "
"56 saat sonra ","AK","30/1","95%","177.1","185","1","49.4","48.5","50.2","49.1","18.6","39.5","04-01-23/17:04:23 "
"72 saat sonra ","AK","30/1","95%","177","184","1","49.3","48.4","50.2","49.1","19.2","41.3","05-01-23/09:04:23 "
"Başlangıç","RA","30/1","95%","180.5","204","9","49.5","48.3","50","50","20.4","49.2","05-04-23/09:00:03 "
"2 saat sonra ","RA","30/1","95%","180.5","204","9","49.3","48.7","50","50","21.1","51.7","05-04-23/11:00:03 "
"4 saat sonra ","RA","30/1","95%","180.5","202","9","49","48.5","50","50","20.9","52.1","05-04-23/13:00:03 "
"6 saat sonra ","RA","30/1","95%","180.5","208","9","49","48.5","50","50","20.9","51.4","05-04-23/15:00:03 "
"8 saat sonra ","RA","30/1","95%","179.5","205","7","49.1","49.4","49.7","49.7","20.7","46.1","05-04-23/17:00:03 "
"24 saat sonra ","RA","30/1","95%","179.8","210","10","49","49.5","50","49.4","20.2","42.6","06-04-23/09:00:03 "
"26 saat sonra ","RA","30/1","95%","180","209","8","49","49","50","49.6","19.8","46.0","06-04-23/11:00:03 "
"28 saat sonra ","RA","30/1","95%","182","211","8","49","49.5","50","49.5","20.9","47.2","06-04-23/13:00:03 "
"30 saat sonra ","RA","30/1","95%","180","211","9","49.3","49.1","49.9","49.6","21.2","46.9","06-04-23/15:00:03 "
"32 saat sonra ","RA","30/1","95%","180","210","10","49","49.4","49.9","49.2","21.2","42.3","06-04-23/17:00:03 "
"48 saat sonra ","RA","30/1","95%","210","171","11","48.2","50.3","52","48.6","20.6","42.3","07-04-23/09:00:03 "
"50 saat sonra ","RA","30/1","95%","210.4","172","12","46.8","51.5","52.5","48.3","20.2","40.8","07-04-23/11:00:03 "
"52 saat sonra ","RA","30/1","95%","210.5","172","12","48.2","50","52.5","48.5","20.3","38.4","07-04-23/13:00:03 "
"54 saat sonra ","RA","30/1","95%","210.5","166","12","48.6","51","52.3","48.6","19.6","39.5","07-04-23/15:00:03 "
"56 saat sonra ","RA","30/1","95%","209","171","11","48.7","50.2","51.5","49","18.9","37.7","07-04-23/17:00:03 "
"72 saat sonra ","RA","30/1","95%","","","","","","","","","",""
"Başlangıç","RA","30/1","95%","182.5","197","10","49.4","49.7","50","50","22.0","44.2","10-05-23/09:00:07 "
"2 saat sonra ","RA","30/1","95%","182.5","195","10","49.3","49.7","50","50","22.4","46.3","10-05-23/11:00:07 "
"4 saat sonra ","RA","30/1","95%","182.5","199","10","49.3","49.7","50","50","22.6","46.1","10-05-23/13:00:07 "
"6 saat sonra ","RA","30/1","95%","182.5","193","10","48.7","49.7","50","50","22.8","47.3","10-05-23/15:00:07 "
"8 saat sonra ","RA","30/1","95%","182.5","195","10","48.5","49.8","50","50","22.9","47.2","10-05-23/17:00:07 "
"24 saat sonra ","RA","30/1","95%","182.5","187","10","49.5","49.6","50","50","20.8","47.1","11-05-23/09:00:07 "
"26 saat sonra ","RA","30/1","95%","182.5","188","10","49.3","49.7","50","49.9","21.3","49.2","11-05-23/11:00:07 "
"28 saat sonra ","RA","30/1","95%","182.5","190","10","49.4","49.7","50","49.9","21.9","48.8","11-05-23/13:00:07 "
"30 saat sonra ","RA","30/1","95%","182.5","190","10","48.8","49.8","50","49.9","21.9","51.6","11-05-23/15:00:07 "
"32 saat sonra ","RA","30/1","95%","182","192","10","49.5","49.5","50","49.6","22.2","49.1","11-05-23/17:00:07 "
"48 saat sonra ","RA","30/1","95%","182","194","10","49.3","50","49.8","49.7","21.4","48.2","12-05-23/09:00:07 "
"50 saat sonra ","RA","30/1","95%","181.5","192","11","49.5","49.6","49.5","49.5","21.0","49.4","12-05-23/11:00:07 "
"52 saat sonra ","RA","30/1","95%","182","196","11","49.6","49.6","49.7","49.6","21.8","48.6","12-05-23/13:00:07 "
"54 saat sonra ","RA","30/1","95%","182","194","11","49","50","49.7","49.5","21.3","49.8","12-05-23/15:00:07 "
"56 saat sonra ","RA","30/1","95%","182","196","11","49.7","49.6","49.7","49.5","21.1","51.0","12-05-23/17:00:07 "
"72 saat sonra ","RA","30/1","95%","","","","","","","","","",""
"Başlangıç","AK","30/1","100%","","","","","","","","25.0","33.6","03-10-22/09:00:18 "
"2 saat sonra ","AK","30/1","100%","182.4","155","2","50.2","49.7","49.9","50","25.0","30.4","03-10-22/11:00:18 "
"4 saat sonra ","AK","30/1","100%","182.1","159","2","50.4","50.5","49.9","50.2","25.1","25.1","03-10-22/13:00:18 "
"6 saat sonra ","AK","30/1","100%","181.7","161","1","50.1","50.5","49.7","50.6","25.9","26.4","03-10-22/15:00:18 "
"8 saat sonra ","AK","30/1","100%","181.5","160","1","50","50.5","49.7","50.7","26.1","32.4","03-10-22/17:00:18 "
"24 saat sonra ","AK","30/1","100%","184","163","2","52.1","49.8","50.5","49.9","25.9","38.3","04-10-22/09:00:00 "
"26 saat sonra ","AK","30/1","100%","183.2","163","2","52.3","49.9","50","50","24.0","36.2","04-10-22/11:00:00 "
"28 saat sonra ","AK","30/1","100%","183.1","159","2","50.2","50.2","50","49.9","24.3","33.9","04-10-22/13:00:00 "
"30 saat sonra ","AK","30/1","100%","182.8","161","2","51","50.5","50","50.2","25.1","31.0","04-10-22/15:00:00 "
"32 saat sonra ","AK","30/1","100%","182.7","157","2","51.4","50","50","50.3","24.6","27.0","04-10-22/17:00:00 "
"48 saat sonra ","AK","30/1","100%","182.7","156","2","49.9","50.3","50.1","50.3","22.8","33.8","05-10-22/09:00:00 "
"50 saat sonra ","AK","30/1","100%","182.6","157","2","50.2","50","50","50.4","23.3","32.2","05-10-22/11:00:00 "
"52 saat sonra ","AK","30/1","100%","182.6","158","2","50.7","50","50","50.4","23.6","29.3","05-10-22/13:00:00 "
"54 saat sonra ","AK","30/1","100%","182.5","160","2","50.5","50.5","50","50.3","24.1","28.4","05-10-22/15:00:00 "
"56 saat sonra ","AK","30/1","100%","182.5","161","2","50.1","50.1","50","50.3","24.6","27.9","05-10-22/17:00:00 "
"72 saat sonra ","AK","30/1","100%","182.5","157","2","49.6","50.2","50","50.4","23.8","33.8","06-10-22/09:00:00 "
"Başlangıç","AK","30/1","100%","183","160","3","51","50","50","50","22.9","41.2","10-10-22/09:00:53 "
"2 saat sonra ","AK","30/1","100%","183","160","3","50.8","49.8","50.1","50","23.3","41.1","10-10-22/11:00:53 "
"4 saat sonra ","AK","30/1","100%","183.2","156","3","50.5","49.5","50.2","50","23.6","41.2","10-10-22/13:00:53 "
"6 saat sonra ","AK","30/1","100%","183.3","157","3","49.8","50.2","50.2","49.9","24.3","40.6","10-10-22/15:00:53 "
"8 saat sonra ","AK","30/1","100%","183.3","159","3","50.6","49.8","50.2","49.9","24.6","39.1","10-10-22/17:00:53 "
"24 saat sonra ","AK","30/1","100%","183.3","158","3","49.8","50.1","50.3","49.9","22.8","42.5","11-10-22/09:01:26 "
"26 saat sonra ","AK","30/1","100%","182.8","164","4","50.5","50","50.3","49.9","23.3","44.3","11-10-22/11:01:26 "
"28 saat sonra ","AK","30/1","100%","182.7","162","4","50.3","49.7","50.2","49.9","23.9","43.1","11-10-22/13:01:26 "
"30 saat sonra ","AK","30/1","100%","182.6","159","5","50.3","49.8","50.2","49.9","24.3","40.5","11-10-22/15:01:26 "
"32 saat sonra ","AK","30/1","100%","182.6","161","5","50.7","49.3","50.2","49.9","24.4","42.6","11-10-22/17:01:26 "
"48 saat sonra ","AK","30/1","100%","182.5","162","5","49","50.1","50.2","49.8","23.8","45.4","12-10-22/09:01:26 "
"50 saat sonra ","AK","30/1","100%","182.5","160","5","49.1","50","49.9","49.8","23.0","55.3","12-10-22/11:01:26 "
"52 saat sonra ","AK","30/1","100%","182.3","162","4","49.4","50.2","49.5","49.8","22.7","49.9","12-10-22/13:01:26 "
"54 saat sonra ","AK","30/1","100%","182.2","160","4","49.6","49.5","49.2","49.8","24.1","47.8","12-10-22/15:01:26 "
"56 saat sonra ","AK","30/1","100%","182.1","165","4","48.4","50","49.1","49.8","23.3","49.4","12-10-22/17:01:26 "
"72 saat sonra ","AK","30/1","100%","182.2","163","4","49.3","50","49.2","49.7","23.3","46.5","13-10-22/09:01:26 "
"Başlangıç","RA","30/1","100%","169.5","151","3","50.1","49.6","50","50","21.1","48.8","17-10-22/09:01:26 "
